90;50;00;55;55;30;35;25;00;00;340;yongbin;
80;45;00;60;55;35;35;35;00;00;345;yongbinnv;
80;40;00;50;50;30;35;30;00;00;315;jianshi;
70;35;00;50;55;45;35;35;00;00;325;jianshinv;
90;50;00;80;40;30;40;25;00;00;355;gongjianshou;
85;45;00;80;45;30;35;35;00;00;355;gongjianshounv;
90;60;00;45;45;25;60;25;00;00;350;zhongjiaqishi;
85;55;00;45;45;30;55;35;00;00;350;zhongjiaqishinv;
90;50;00;50;50;20;35;25;00;00;320;qingqishi;
85;45;00;65;50;25;30;30;00;00;330;qingqishinv;
100;60;00;40;40;20;45;15;00;00;320;zhongqishi;
95;55;00;55;40;25;40;20;00;00;330;zhongqishinv;
80;40;00;45;60;50;35;35;00;00;345;daozei;
75;35;00;45;60;50;30;40;00;00;335;daozeinv;
90;40;00;65;40;25;35;35;00;00;330;cike;
80;35;00;65;45;25;30;40;00;00;320;cikenv;
95;55;00;50;60;25;50;25;00;00;360;qiangbing;
90;55;00;55;60;35;45;25;00;00;365;qiangbingnv;
100;65;00;50;45;25;40;25;00;00;350;zhanshi;
100;70;00;45;50;25;40;25;00;00;355;shanzei/haidao;
75;40;00;50;65;45;35;55;00;00;365;tianmaqishi;
100;60;00;50;40;25;50;25;00;00;350;longqishi;
90;55;00;50;50;25;40;35;00;00;345;longqishinv;
100;60;00;50;40;25;35;40;00;00;350;yilongqishi;
90;55;00;50;50;25;25;50;00;00;345;yilongqishinv;
85;45;00;45;50;30;35;35;00;00;325;youmumin;
80;40;00;50;60;35;30;35;00;00;330;youmuminnv;
75;00;50;60;46;25;35;45;00;00;336;mofashi;
70;00;65;35;65;30;25;50;00;00;340;mofashinv;
75;00;55;55;50;25;35;60;00;00;355;xiudaoshi;
70;00;65;45;70;40;25;70;00;00;385;xiunv;
80;00;65;55;40;25;40;55;00;00;360;wushi;
75;00;75;45;50;30;30;60;00;00;365;wushinv;
80;00;55;60;50;25;40;55;00;00;360;zhaohuanshi;
80;00;50;55;65;40;30;50;00;00;370;shenguanqishi;
