04;02;00;02;02;00;02;02;02;01;17;yongzhe;
05;02;00;00;00;00;02;01;01;01;12;jiansheng;
03;01;00;02;02;00;02;03;01;01;15;jujishou;
04;02;00;02;02;00;02;03;03;01;19;jiangjun;
02;01;00;01;01;00;02;01;02;01;11;shengqishi;
03;02;00;01;02;00;02;01;02;01;14;zhongqishi;
02;01;00;01;00;00;02;02;01;01;10;xiadao;
03;01;00;00;00;00;02;02;01;01;10;cike;
05;01;00;01;01;00;01;01;01;01;12;qiangsheng;
03;01;00;02;00;00;03;03;02;01;15;yongshi;
04;01;00;01;01;00;02;02;02;01;15;kuangzhanshi;
05;02;00;02;00;00;02;02;02;01;16;sunqishi;
04;02;00;02;00;00;02;00;02;01;13;longqitongshuai;
03;01;00;02;03;00;00;01;02;01;13;yilongqishi;
03;02;00;01;01;00;03;03;02;01;16;youmuqibing;
04;00;01;01;01;00;03;03;01;01;15;xianzhe;
03;00;02;01;00;00;03;03;01;01;14;siji;
04;00;00;00;04;00;02;02;02;01;15;deluyi;
03;00;01;01;02;00;01;03;02;01;14;zhaohuanshi;
80;00;50;55;65;40;30;50;00;00;370;nvwushen;
